Paper_Number;Paper_ID;Paper_Name;Paper_Link
1233;yQEawwb5MkoJ;Diagnosing bottlenecks in deep q-learning algorithms ;https://proceedings.mlr.press/v97/fu19a.html
1234;LnPtR3n1fsgJ;Coarse-to-fine q-attention: Efficient learning for visual robotic manipulation via discretisation ;http://openaccess.thecvf.com/content/CVPR2022/html/James_Coarse-To-Fine_Q-Attention_Efficient_Learning_for_Visual_Robotic_Manipulation_via_Discretisation_CVPR_2022_paper.html
1235;MxARzcrRsx4J;The path planning of mobile robot by neural networks and hierarchical reinforcement learning ;https://www.frontiersin.org/articles/10.3389/fnbot.2020.00063/full
1236;fWlEy5K0JBMJ;On the effectiveness of fine-tuning versus meta-reinforcement learning ;https://proceedings.neurips.cc/paper_files/paper/2022/hash/a951f595184aec1bb885ce165b47209a-Abstract-Conference.html
1237;kJiEkHX5PZMJ;From active learning to deep reinforcement learning: Intelligent active flow control in suppressing vortex-induced vibration ;https://pubs.aip.org/aip/pof/article/33/6/063607/1065626
1238;0XhO8JT-X90J;Offline meta-reinforcement learning with online self-supervision ;https://proceedings.mlr.press/v162/pong22a.html
1239;RTwC1LvDRgIJ;High robustness energy management strategy of hybrid electric vehicle based on improved soft actor-critic deep reinforcement learning ;https://www.sciencedirect.com/science/article/pii/S0360544222017091
1240;V0XscXbIFzwJ;Offline pre-trained multi-agent decision transformer: One big sequence model tackles all smac tasks ;https://arxiv.org/abs/2112.02845
1241;nThiR77Z_J0J;rlpyt: A research code base for deep reinforcement learning in pytorch ;https://arxiv.org/abs/1909.01500
1242;ZAx3BoPxHgcJ;d3rlpy: An offline deep reinforcement learning library ;https://dl.acm.org/doi/abs/10.5555/3586589.3586904
1243;yjdVn0ACx_sJ;Optimizing risk-based breast cancer screening policies with reinforcement learning ;https://www.nature.com/articles/s41591-021-01599-w
1244;RtOSanObFKgJ;Rewriting history with inverse rl: Hindsight inference for policy improvement ;https://proceedings.neurips.cc/paper/2020/hash/a97da629b098b75c294dffdc3e463904-Abstract.html
1245;SNdILgfS0voJ;Is bang-bang control all you need? solving continuous control with bernoulli policies ;https://proceedings.neurips.cc/paper_files/paper/2021/hash/e46be61f0050f9cc3a98d5d2192cb0eb-Abstract.html
1246;AEtxUFaI99YJ;Efficient deep reinforcement learning with imitative expert priors for autonomous driving ;https://ieeexplore.ieee.org/abstract/document/9694460/
1247;pr-JUzg8xDoJ;Two-stage deep reinforcement learning for inverter-based volt-var control in active distribution networks ;https://ieeexplore.ieee.org/abstract/document/9274529/
1248;ikjKEL8BdA0J;Continuous-discrete reinforcement learning for hybrid control in robotics ;http://proceedings.mlr.press/v100/neunert20a.html
1249;KaQbonQr1DgJ;Denoised mdps: Learning world models better than the world itself ;https://arxiv.org/abs/2206.15477
1250;fmbsntj42McJ;Learning barrier certificates: Towards safe reinforcement learning with zero training-time violations ;https://proceedings.neurips.cc/paper_files/paper/2021/hash/d71fa38b648d86602d14ac610f2e6194-Abstract.html
1251;Iu89axknarcJ;Soft actor-critic for navigation of mobile robots ;https://link.springer.com/article/10.1007/s10846-021-01367-5
1252;4Dp7r3WoHREJ;Online multi-agent reinforcement learning for decentralized inverter-based volt-var control ;https://ieeexplore.ieee.org/abstract/document/9356806/
1253;pjbTzgX8Y6wJ;A deep reinforcement learning-based multi-agent framework to enhance power system resilience using shunt resources ;https://ieeexplore.ieee.org/abstract/document/9427147/
1254;BEo6yGKo0OsJ;Q-attention: Enabling efficient learning for vision-based robotic manipulation ;https://ieeexplore.ieee.org/abstract/document/9672702/
1255;GxL8U1qWkdQJ;A soft actor-critic-based energy management strategy for electric vehicles with hybrid energy storage systems ;https://www.sciencedirect.com/science/article/pii/S0378775322001239
1256;E7dcPnLzUD0J;Robel: Robotics benchmarks for learning with low-cost robots ;https://proceedings.mlr.press/v100/ahn20a
1257;hccprQXckKYJ;Occupant-centered real-time control of indoor temperature using deep learning algorithms ;https://www.sciencedirect.com/science/article/pii/S0360132321010246
1258;4vpBhqP9wi0J;Deep reinforcement learning: A state-of-the-art walkthrough ;http://www.jair.org/index.php/jair/article/view/12412
1259;xDBwtiv_wmAJ;Why so pessimistic? estimating uncertainties for offline rl through ensembles, and why their independence matters ;https://proceedings.neurips.cc/paper_files/paper/2022/hash/7423902b5534e2b267438c85444a54b1-Abstract-Conference.html
1260;3br4n4jT0twJ;Disentangling transfer in continual reinforcement learning ;https://proceedings.neurips.cc/paper_files/paper/2022/hash/2938ad0434a6506b125d8adaff084a4a-Abstract-Conference.html
1261;HVdj8kwfiaQJ;Bail: Best-action imitation learning for batch deep reinforcement learning ;https://proceedings.neurips.cc/paper/2020/hash/d55cbf210f175f4a37916eafe6c04f0d-Abstract.html
1262;3HDGQUNj2kkJ;Reinforcement learning with videos: Combining offline observations with interaction ;https://arxiv.org/abs/2011.06507
1263;6z5CCfSOz-kJ;Model-augmented actor-critic: Backpropagating through paths ;https://arxiv.org/abs/2005.08068
1264;ZTg2oJgTX8gJ;Comparison of online and offline deep reinforcement learning with model predictive control for thermal energy management ;https://www.sciencedirect.com/science/article/pii/S0926580522000012
1265;n_BskROgZpwJ;Mural: Meta-learning uncertainty-aware rewards for outcome-driven reinforcement learning ;https://proceedings.mlr.press/v139/li21g.html
1266;BtwLfyauUgIJ;Towards robust bisimulation metric learning ;https://proceedings.neurips.cc/paper_files/paper/2021/hash/256bf8e6923a52fda8ddf7dc050a1148-Abstract.html
1267;NH-3fefUqtEJ;The problem with DDPG: understanding failures in deterministic environments with sparse rewards ;https://arxiv.org/abs/1911.11679
1268;0lDv21fk4WEJ;A self-tuning actor-critic algorithm ;https://proceedings.neurips.cc/paper/2020/hash/f02208a057804ee16ac72ff4d3cec53b-Abstract.html
1269;in0-UKENob4J;Learning to generalize from sparse and underspecified rewards ;https://proceedings.mlr.press/v97/agarwal19e.html
1270;hPa9Md_gsYUJ;A cooperative charging control strategy for electric vehicles based on multiagent deep reinforcement learning ;https://ieeexplore.ieee.org/abstract/document/9716749/
1271;qtVcuql1kdYJ;Hierarchical skills for efficient exploration ;https://proceedings.neurips.cc/paper/2021/hash/60106888f8977b71e1f15db7bc9a88d1-Abstract.html
1272;xE_r2MY1Vz8J;Sim2real transfer for reinforcement learning without dynamics randomization ;https://ieeexplore.ieee.org/abstract/document/9341260/
1273;6n5vfmRFe84J;Residual pathway priors for soft equivariance constraints ;https://proceedings.neurips.cc/paper/2021/hash/fc394e9935fbd62c8aedc372464e1965-Abstract.html
1274;fiKOJrji-w4J;Hybrid rl: Using both offline and online data can make rl efficient ;https://arxiv.org/abs/2210.06718
1275;oJ3V76eZBFcJ;Supported policy optimization for offline reinforcement learning ;https://proceedings.neurips.cc/paper_files/paper/2022/hash/caa934a507a952698d54efb24845fc4b-Abstract-Conference.html
1276;lW-aKTc25koJ;An improved two-stage deep reinforcement learning approach for regulation service disaggregation in a virtual power plant ;https://ieeexplore.ieee.org/abstract/document/9744119/
1277;XStyZGJpR2oJ;Aw-opt: Learning robotic skills with imitation andreinforcement at scale ;https://proceedings.mlr.press/v164/lu22a.html
1278;5k1lQCYu7SUJ;Optimizing for the future in non-stationary mdps ;https://proceedings.mlr.press/v119/chandak20a.html
1279;LMC1ba-Z980J;Actor-critic reinforcement learning for control with stability guarantee ;https://ieeexplore.ieee.org/abstract/document/9146733/
1280;Iur7-t7_kRsJ;Guided reinforcement learning with learned skills ;https://arxiv.org/abs/2107.10253
1281;2kPmYDOcRYUJ;A brief overview of ChatGPT: The history, status quo and potential future development ;https://ieeexplore.ieee.org/abstract/document/10113601/
1282;9KksuVCl8aoJ;Grounding language in play ;https://www.academia.edu/download/93604914/2005.07648v1.pdf
1283;Io9ZWpVMGg0J;Leveraging deep reinforcement learning for traffic engineering: A survey ;https://ieeexplore.ieee.org/abstract/document/9507541/
1284;01_KlGeNzEwJ;Approximate convex decomposition for 3d meshes with collision-aware concavity and tree search ;https://dl.acm.org/doi/abs/10.1145/3528223.3530103
1285;vZhXD80NbKoJ;On the model-based stochastic value gradient for continuous reinforcement learning ;http://proceedings.mlr.press/v144/amos21a
1286;fjhaqTS8QDUJ;Orchestrating the development lifecycle of machine learning-based IoT applications: A taxonomy and survey ;https://dl.acm.org/doi/abs/10.1145/3398020
1287;auE1onywoSkJ;Generalized hindsight for reinforcement learning ;https://proceedings.neurips.cc/paper/2020/hash/57e5cb96e22546001f1d6520ff11d9ba-Abstract.html
1288;1Ados76bNgsJ;Reinforcement learning control of constrained dynamic systems with uniformly ultimate boundedness stability guarantee ;https://www.sciencedirect.com/science/article/pii/S0005109821002090
1289;_YSoGSOSFpgJ;Does self-supervised learning really improve reinforcement learning from pixels? ;https://proceedings.neurips.cc/paper_files/paper/2022/hash/c75abb33341363ee874a71f81dc45a3a-Abstract-Conference.html
1290;-9eG2c4_eA8J;Deep reinforcement learning and adaptive policy transfer for generalizable well control optimization ;https://www.sciencedirect.com/science/article/pii/S0920410522007240
1291;7kqw-qznClEJ;Tactile sim-to-real policy transfer via real-to-sim image translation ;https://proceedings.mlr.press/v164/church22a.html
1292;8HItpuuiFbgJ;A survey of domain-specific architectures for reinforcement learning ;https://ieeexplore.ieee.org/abstract/document/9694573/
1293;NxiutN1REmUJ;Deep multiagent reinforcement learning: Challenges and directions ;https://link.springer.com/article/10.1007/s10462-022-10299-x
1294;cYMvrVl_gV4J;Naturalistic data-driven and emission reduction-conscious energy management for hybrid electric vehicle based on improved soft actor-critic algorithm ;https://www.sciencedirect.com/science/article/pii/S037877532300023X
1295;D0IqRtYdtlwJ;VER: Scaling On-Policy RL Leads to the Emergence of Navigation in Embodied Rearrangement ;https://proceedings.neurips.cc/paper_files/paper/2022/hash/32d2cf79062126dc032ca4235068f52e-Abstract-Conference.html
1296;WipnVWzOJg4J;RIS-aided ground-aerial NOMA communications: A distributionally robust DRL approach ;https://ieeexplore.ieee.org/abstract/document/9681874/
1297;q5nPgr49mgcJ;Honor of kings arena: an environment for generalization in competitive reinforcement learning ;https://proceedings.neurips.cc/paper_files/paper/2022/hash/4dbb61cb68671edc4ca3712d70083b9f-Abstract-Datasets_and_Benchmarks.html
1298;qJayiS-dyzoJ;Offline model-based adaptable policy learning ;https://proceedings.neurips.cc/paper/2021/hash/470e7a4f017a5476afb7eeb3f8b96f9b-Abstract.html
1299;t0S7mqGMIbgJ;Optimal policy characterization enhanced actor-critic approach for electric vehicle charging scheduling in a power distribution network ;https://ieeexplore.ieee.org/abstract/document/9211734/
1300;jXM9WW1DKx8J;Efficient hyperparameter optimization through model-based reinforcement learning ;https://www.sciencedirect.com/science/article/pii/S0925231220310523
1301;WwfUbCbuLdQJ;Inverse reinforcement learning without reinforcement learning ;https://proceedings.mlr.press/v202/swamy23a.html
1302;_WVTFC6j9nwJ;Deep reinforcement learning-based joint task and energy offloading in UAV-aided 6G intelligent edge networks ;https://www.sciencedirect.com/science/article/pii/S0140366422002195
1303;-YeEBrVmD8YJ;Augmented world models facilitate zero-shot dynamics generalization from a single offline environment ;http://proceedings.mlr.press/v139/ball21a.html
1304;QCuIIJcnFbIJ;Cal-ql: Calibrated offline rl pre-training for efficient online fine-tuning ;https://arxiv.org/abs/2303.05479
1305;dE-ngnv_zwQJ;Policy gradient and actor-critic learning in continuous time and space: Theory and algorithms ;https://dl.acm.org/doi/abs/10.5555/3586589.3586864
1306;kxeJcH4wHt4J;Iso-dream: Isolating and leveraging noncontrollable visual dynamics in world models ;https://proceedings.neurips.cc/paper_files/paper/2022/hash/9316769afaaeeaad42a9e3633b14e801-Abstract-Conference.html
1307;hzj3HQL5mQ4J;Simultaneously transmitting and reflecting reconfigurable intelligent surface (STAR-RIS) assisted UAV communications ;https://ieeexplore.ieee.org/abstract/document/9849460/
1308;3KMqXdj5G2kJ;An equivalence between loss functions and non-uniform sampling in experience replay ;https://proceedings.neurips.cc/paper/2020/hash/a3bf6e4db673b6449c2f7d13ee6ec9c0-Abstract.html
1309;G3Ysht8GB34J;DRL-based V2V computation offloading for blockchain-enabled vehicular networks ;https://ieeexplore.ieee.org/abstract/document/9720111/
1310;OHcBXiDRY3AJ;Identifying optimal cycles in quantum thermal machines with reinforcement-learning ;https://www.nature.com/articles/s41534-021-00512-0
1311;rzenMRa8BIoJ;Robot navigation in constrained pedestrian environments using reinforcement learning ;https://ieeexplore.ieee.org/abstract/document/9560893/
1312;kuJwdSYoujcJ;Appl: Adaptive planner parameter learning ;https://www.sciencedirect.com/science/article/pii/S0921889022000744
1313;bRyNb8f8kucJ;Deep reinforcement learning based optimization for a tightly coupled nuclear renewable integrated energy system ;https://www.sciencedirect.com/science/article/pii/S0306261922013708
1314;IuPjnOTZz_AJ;A closer look at offline rl agents ;https://proceedings.neurips.cc/paper_files/paper/2022/hash/3908cadfcc99db12001eafb1207353e9-Abstract-Conference.html
1315;56HqbnYW2uQJ;Recurrent model-free rl can be a strong baseline for many pomdps ;https://arxiv.org/abs/2110.05038
1316;vJA6obpRlacJ;Dsac: Distributional soft actor critic for risk-sensitive reinforcement learning ;https://arxiv.org/abs/2004.14547
1317;YJfoXLWizEgJ;Learning General World Models in a Handful of Reward-Free Deployments ;https://proceedings.neurips.cc/paper_files/paper/2022/hash/ab6a2c6ee757afe43882121281f6065c-Abstract-Conference.html
1318;eRwg1Wr7WfUJ;Discovered policy optimisation ;https://proceedings.neurips.cc/paper_files/paper/2022/hash/688c7a82e31653e7c256c6c29fd3b438-Abstract-Conference.html
1319;Po-kDyD43GMJ;Towards real-time reinforcement learning control of a wave energy converter ;https://www.mdpi.com/2077-1312/8/11/845
1320;P1ATVJtkE_QJ;Learning high-DOF reaching-and-grasping via dynamic representation of gripper-object interaction ;https://arxiv.org/abs/2204.13998
1321;r1L8U8B3z1UJ;Synthesizing the optimal gait of a quadruped robot with soft actuators using deep reinforcement learning ;https://www.sciencedirect.com/science/article/pii/S0736584522000692
1322;FtVWg8TI5YMJ;Nearly minimax optimal offline reinforcement learning with linear function approximation: Single-agent mdp and markov game ;https://arxiv.org/abs/2205.15512
1323;kMGHN8hS4QIJ;Dropout q-functions for doubly efficient reinforcement learning ;https://arxiv.org/abs/2110.02034
1324;EbbkPIw4kbEJ;Simnet: Enabling robust unknown object manipulation from pure synthetic data via stereo ;https://proceedings.mlr.press/v164/kollar22a.html
1325;U7o-O1tqqSIJ;A context-based meta-reinforcement learning approach to efficient hyperparameter optimization ;https://www.sciencedirect.com/science/article/pii/S0925231221019421
1326;8kOkR137JbkJ;Laser: Learning a latent action space for efficient reinforcement learning ;https://ieeexplore.ieee.org/abstract/document/9561232/
1327;QDeCJ_0uyekJ;Deep reinforcement scheduling of energy storage systems for real-time voltage regulation in unbalanced LV networks with high PV penetration ;https://ieeexplore.ieee.org/abstract/document/9466427/
1328;R_LzTIqMYhEJ;Spectral decomposition representation for reinforcement learning ;https://arxiv.org/abs/2208.09515
1329;3wDg628Yym0J;Improved deep reinforcement learning with expert demonstrations for urban autonomous driving ;https://ieeexplore.ieee.org/abstract/document/9827073/
1330;gUMMeHA2PjMJ;Cem: Constrained entropy maximization for task-agnostic safe exploration ;https://ojs.aaai.org/index.php/AAAI/article/view/26281
1331;dAHNPWFDKgIJ;Investigating the role of model-based learning in exploration and transfer ;https://proceedings.mlr.press/v202/walker23a.html
